testplan,testset,model,correct,correct_answer,answer,question
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,False,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials<AMZN>""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,False,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials<AMZN>""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/options/NVDA""}","{""answer"": ""/v3/reference/options/NVDA""}",Which endpoint is correct for accessing the most recent options data for NVIDIA (NVDA)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-03""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-03""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2023-10-02/2023-10-02""}","Which endpoint should be used to find pre-market trading data for the S&P 500 ETF (SPY)? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v2/last/trade/GOOGL""}","{""answer"": ""/v2/last/trade/GOOGL""}",Which endpoint should be used to retrieve real-time stock price data for Google (GOOGL)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/dividends/KO""}","{""answer"": ""/v3/reference/dividends/KO""}",Which endpoint would you use to find the latest dividend information for Coca-Cola (KO)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/dividends/KO""}","{""answer"": ""/v3/reference/dividends/KO""}",Which endpoint would you use to find the latest dividend information for Coca-Cola (KO)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/dividends/KO""}","{""answer"": ""/v3/reference/dividends/KO""}",Which endpoint would you use to find the latest dividend information for Coca-Cola (KO)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/dividends/KO""}","{""answer"": ""/v3/reference/dividends/KO""}",Which endpoint would you use to find the latest dividend information for Coca-Cola (KO)?
Polygon.io endpoint generation Q&A,Polyg-1,firefunction-v2:70b,True,"{""answer"": ""/v3/reference/dividends/KO""}","{""answer"": ""/v3/reference/dividends/KO""}",Which endpoint would you use to find the latest dividend information for Coca-Cola (KO)?
